ID,YEAR,TRANS,SITE,TREAT,PLOT,GROUP,YST,WATER,TREE,VEG,Agrocani,Andropoli,Betunana,Betupube,Calastri,Carecane,Carechor,Caredioi,Careechi,Carelasi,Carelimo,Carelivi,Caremage,Carepauc,Carerost,Cirspalu,Drosera,Dryocart,Empenigr,Erioangu,Eriovagi,Hammpalu,Ledupalu,Lycoannu,Melaprat,Menytrif,Piceabie,Pinusylv,Potepalu,Rubucham,Salix spp,Schepalu,Triccesp,Trieeuro,Utriinte,Vaccmyrt,Vaccoxyc2,Vacculig,Vaccviti,Violpalu,Spharecu,Sphabalti,Sphacapi,Sphacusp,Sphafusc,Sphamage,Sphamaju,Sphaobtu,Sphapapi,Sphapulc,Spharube,Spharuss,Sphasubf,Sphasubn,Sphasubs,Sphatene,Sphatere,Sphawarn,Sphasp,Aulapalu,Brachoedi,Bryumsp,Callstra,Cladonia spp,Dicranum spp,Hepatics 2,Limbinte,Limbrevo,Mylianom,Pleuschr,Pohlnuta,Polycomm,Polystri,Warnsdorfia sp,O_SEDGE,SEDGE,HERB,GRASS,D_SHRUB,E_SHRUB,Fs_MOSS,Br_MOSS,Ho_MOSS,La_MOSS,Hu_MOSS,D_SHRUB1,E_SHRUB1,TREE
mesd_11,2000,O1,mes,wldd,mesd_11,min_hl,0,-1.090909091,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,75,,,,,,,,,,,0.175,,,,,,,,0.125,,,0.05,,,,,,,0.125,,,2.025,,0,0,0,0,0,0,2.275,0.05,0,75.175,0,0,0,0
mesd_12,2000,O1,mes,wldd,mesd_12,mes_ho,0,-1.090909091,0,9.1,,3,2,,,,1,0.1,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,1.075,,,,,,,,,,,,,,0.35,,0.5,,,,,,,,,,,,,,,,,3,0,6.1,0,0,2,10,0,3,0.35,1.575,0,2,10,0
mesd_13,2000,O1,mes,wldd,mesd_13,oli_l,0,-1.090909091,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,51.25,,,,,,,,,,,26.25,,,,,,,,0.025,,,0.025,,,,,,,,,,,,0,0,0,0,0,0,0.025,0.025,0,77.5,0,0,0,0
mesd_14,2000,O1,mes,wldd,mesd_14,mes_ho,0,-1.090909091,0,20.8,,3,1,,,,1,,,5,1,,,0.3,,,,,0.5,,,,,,,,,,10,,,,,,,,3,,,,,,,,,,,,,,,,,,2.25,,,,,,,,,,,0.575,,0.025,,,,,,3.75,0,7.3,10,0,1,6.5,0,4.35,2.25,0,0,1,6.5,0
mesd_15,2000,O1,mes,wldd,mesd_15,mes_l,0,-1.090909091,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,8.75,,,,,,,,,,,,,,3.125,,5,,,20.25,,,,,,,,,,,,,,,0,0,0,0,0,0,20.25,0,3.125,13.75,0,0,0,0
mesd_16,2000,O2,mes,wldd,mesd_16,mes_l,0,-1.090909091,0,15,,,5,,,,1,,,7,,,,,5,,,,,2,,,,,,,,,,,,,,,7,,5,,,,33.75,,,,,,,,,,,,,,,,36.25,,,,,,,,,,,,,,,,,,0,15,7,0,5,5,0,0,0,70,0,5,5,0
mesd_17,2000,O2,mes,wldd,mesd_17,mes_l,0,-1.090909091,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,91,,,,,,,,,,,,,,,,2.75,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0
mesd_18,2000,O2,mes,wldd,mesd_18,mes_l,0,-1.090909091,0,17.2,,,2,,,,,,,10,,,,0.1,,,,,7,0.1,,,,,,,,,,,,,,,,,15,,,,61.5,,,,,,,,,,,,,,0.5,,29.25,,,,,,,,,,,,,,,,,,0,10.2,0,0,2,22,0,0,0.5,90.75,0,2,22,0
mesd_19,2000,O2,mes,wldd,mesd_19,mes_l,0,-1.090909091,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,7.5,,,,,,,,,,,,,,,,67.5,0.5,,0.025,,,,,,,,,,,,,,,0,0,0,0,0,0,0.025,0,0,75.5,0,0,0,0
mesd_20,2000,O2,mes,wldd,mesd_20,mes_ho,0,-1.090909091,0,18.3,,,,,,,0.3,,,10,,,,,5,,,,1,,2,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.75,2,15.3,0,0,0,6,0,2.75,0,0,0,0,6,0
mesd_21,2000,P1,mes,wldd,mesd_21,oli_l,0,-1.090909091,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,58.75,,,,,7.75,,,,,,,,,,,,,,0.275,,,0.025,,,,,,,,,,,,0,0,0,0,0,0,0.275,0.025,0,66.5,0,0,0,0
mesd_22,2000,P1,mes,wldd,mesd_22,mes_ho,0,-1.090909091,0,12,,,,,,,,,,10,,,,,2,,,,,,,,,,,,,,,,,,,,30,,2,,,,0.075,,,,,,,,,,,,20,2.125,57.5,,,,,,,,,,,,,,,,,,,,0,12,30,0,0,2,0,0,79.625,0.075,0,0,2,0
mesd_23,2000,P1,mes,wldd,mesd_23,oli_l,0,-1.090909091,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,72,,,,,25.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,97.5,0,0,0,0
mesd_24,2000,P1,mes,wldd,mesd_24,mes_l,0,-1.090909091,0,25,,,,,,,,,,15,,,,,3,,,,,,,,,,,7,,,,,,,,,,,1,,,,4.5,,,,,,,,0.5,,,,,,1.75,,10,,,,,,0.05,,,,,,,,,,,,0,18,7,0,0,1,0,0.05,1.75,15,0,0,1,0
mesd_25,2000,P1,mes,wldd,mesd_25,mes_ho,0,-1.090909091,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,4.25,,,,,,,,,,,,,,9,,7,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,9,11.25,0,0,0,0
mesd_26,2000,P2,mes,wldd,mesd_26,mes_l,0,-1.090909091,0,23,,,4,,,,,,,10,,,,,5,,,,,,,,,,,,,,4,,,,,,,,7,,,4,54.625,,,,,,,,,,,,,,,,42.5,,,,,,0.075,,,,,,,,,,,,0,15,8,0,4,7,0,0.075,0,97.125,0,4,7,0
mesd_27,2000,P2,mes,wldd,mesd_27,mes_l,0,-1.090909091,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,38.75,,,,,,,,,,,,,,0.75,,11.25,,,,,,,,,,,,,0.025,,,,,0,0,0,0,0,0,0.025,0,0.75,50,0,0,0,0
mesd_28,2000,P2,mes,wldd,mesd_28,mes_l,0,-1.090909091,0,20.5,,,,,,,,,,1,,,,0.5,2,,,,15,,2,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,6.75,92,,,,,,,,,,,,,,,,,2,3.5,0,0,0,18,0,0,0,98.75,0,0,18,0
mesd_29,2000,P2,mes,wldd,mesd_29,min_hl,0,-1.090909091,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,81.25,,,,,,,,,,,,,,,,,,,0.175,,,0.05,,,,,,,,,,,0.5,0,0,0,0,0,0,0.175,0.55,0,81.25,0,0,0,0
mesd_30,2000,P2,mes,wldd,mesd_30,min_hl,0,-1.090909091,0,8,,,40,,1,,,,,5,,,,,2,,0.1,,,,,,,,,,,,,,,,,,,,15,,,,84.25,,,,,,,,,,,,,,,,,,,,,,0.025,,,,,,,,,,,,0,7,0.1,1,40,15,0,0.025,0,84.25,0,40,15,0
mesd_31,2000,Q1,mes,wldd,mesd_31,oli_l,0,-1.090909091,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,63.75,,,,,,,,8.75,,,,,,,,2.5,,,0.575,,,,,,,,,,,,,,,0,0,0,0,0,0,0.575,0,0,75,0,0,0,0
mesd_32,2000,Q1,mes,wldd,mesd_32,oli_l,0,-1.090909091,0,5.8,,,17,,,,,,,5,,,,0.3,,,,,,,0.5,,,,,,,,,,,,,,,,2,,,,17.25,,,,,,,,75.75,,,,,,,,,,,,,,,,,,,,,0.05,,,,,0.5,5.3,0,0,17,2,0.05,0,0,93,0,17,2,0
mesd_33,2000,Q1,mes,wldd,mesd_33,oli_l,0,-1.090909091,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,42.5,,,,,,,,9,,,,,,1.25,,,,,0.05,,,,,,,,,,,,,0.025,,0,0,0,0,0,0,0.075,0,1.25,51.5,0,0,0,0
mesd_34,2000,Q1,mes,wldd,mesd_34,oli_l,0,-1.090909091,0,8,,,12,,,,,,,7,0.5,,,,,,,,,,0.5,,,,,,,0.7,,,,,,,,,15,,,,14,,,,,3.5,,,,,,,,,,,,,,72.5,,,,,,,,,,,,,,,0.5,7.5,0,0,12,15.7,72.5,0,0,17.5,0,12,15,0.7
mesd_35,2000,Q1,mes,wldd,mesd_35,mes_ho,0,-1.090909091,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0
mesd_36,2000,Q2,mes,wldd,mesd_36,mes_l,0,-1.090909091,0,6.3,,1,0.5,,,,,,,2,,,,,3,,,,,,0.3,,,,,,,0.3,,,,,,,,,,,,,36.25,,,,,,,0.25,,,,,,,,,23.75,,,,,,,,,,,,,,,,,,0.3,5,0,0,0.5,1.3,0,0,0.25,60,0,0.5,1,0.3
mesd_37,2000,Q2,mes,wldd,mesd_37,min_hl,0,-1.090909091,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,97,,,,,,,,,,,,,,,,,,,0.375,,,,,,,,,,,,,,,0,0,0,0,0,0,0.375,0,0,97,0,0,0,0
mesd_38,2000,Q2,mes,wldd,mesd_38,mes_l,0,-1.090909091,0,8.6,,,1,,0.5,,0.1,,,7,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,83.25,,,,,,,,,,,,,,,,0.125,,,,,,,,,,,,,,,,,,0,7.1,1,0.5,1,1,0,0,0,83.375,0,1,1,0
mesd_39,2000,Q2,mes,wldd,mesd_39,min_hl,0,-1.090909091,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,80,,,,,,,,,,,,,,,,,,,,,,0.025,,,,,,,,,,,,0,0,0,0,0,0,0,0.025,0,80,0,0,0,0
mesd_40,2000,Q2,mes,wldd,mesd_40,min_hl,0,-1.090909091,1,13,,,5,,,,,,,10,,,,,3,,,,,,,,,,,,,,,,1,,,,,,2,,,,78.75,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,0,13,0,0,6,2,0.5,0,0,78.75,0,6,2,0
ombc_01,2000,T1,omb,ctr,ombc_1,omb_hu,0,1.285714286,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,6.25,42.5,,,51.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.5,,0,0,0,0,0,0,12.5,0,0,48.75,51.25,0,0,0
ombc_02,2000,T1,omb,ctr,ombc_2,omb_hu,0,1.285714286,0,25,,,,,,,,,,,,,,,,,,,,,25,,,,,,na,,,,,,,,,,2,,,,2.75,51.25,,,16.25,,,,,,,,,,,,,,,0.15,,,,4.5,,,,,,,,,0.75,,25,0,0,0,0,2,5.4,0,0,54,16.25,0,2,0
ombc_03,2000,T1,omb,ctr,ombc_3,omb_hu,0,1.285714286,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,,46.25,,,23.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.75,,0,0,0,0,0,0,16.75,0,0,46.25,23.75,0,0,0
ombc_04,2000,T1,omb,ctr,ombc_4,omb_hu,0,1.285714286,0,32.1,,0.1,,,,,,,,,,,,,,,,,20,,2,,,,,,,,,5,,,,,,,4.1,5,,,11.25,24.5,,,46.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5,,2,0,5,0,5,24.2,5.5,0,0,35.75,46.75,5,24.2,0
ombc_05,2000,T1,omb,ctr,ombc_5,omb_hu,0,1.285714286,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,,2.775,,,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.25,,0,0,0,0,0,0,7.25,0,0,2.775,95,0,0,0
ombc_06,2000,T2,omb,ctr,ombc_6,min_hl,0,1.285714286,0,59,,12,,,,,,,,,,,,,,,,,20,,12,,,,,,,,,5,,,,,,,5,10,,,66.25,,,,22.5,,,,,,,,,,,,,,,1.25,,,,,,,,,,,,,6.75,,12,0,5,0,10,37,8,0,0,66.25,22.5,10,37,0
ombc_07,2000,T2,omb,ctr,ombc_7,min_hl,0,1.285714286,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,94.25,,,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.25,,0,0,0,0,0,0,3.25,0,0,94.25,2.5,0,0,0
ombc_08,2000,T2,omb,ctr,ombc_8,omb_hu,0,1.285714286,0,65.1,,15,,,,,,,,,,,,,,,,,25,,0.1,,,,,,,,,10,,,,,,,0.2,15,,,,16.25,,,82.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,0.1,0,10,0,15,40.2,12,0,0,16.25,82.25,15,40.2,0
ombc_09,2000,T2,omb,ctr,ombc_9,omb_ll,0,1.285714286,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,,48.75,,,15.75,35,,,,,,,,,,,,,,0.025,,,,,,,,,,,,,,,0,0,0,0,0,0,0.025,0,0,83.75,15.75,0,0,0
ombc_10,2000,T2,omb,ctr,ombc_10,omb_ll,0,1.285714286,0,30.5,,3,,,,,,,,,,,,,,,,,15,,0.5,,,,,,,,,10,,,,,,,,2,,,,55.75,,,30,27.5,,,,,1.275,,,,,,,,,,,,,,,,,,,,,,0.025,,0.5,0,10,0,2,18,0.025,0,0,83.25,31.275,2,18,0
ombc_11,2000,T3,omb,ctr,ombc_11,omb_ho,0,1.285714286,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,,37.5,,56.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,56.25,37.5,0,0,0,0
ombc_12,2000,T3,omb,ctr,ombc_12,omb_ho,0,1.285714286,0,42,,10,,,,,,,,,,,,,,,,,7,,20,,,,,,,,,3,,,,,,,2,2,,,,,,93.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,0,3,0,2,19,0,0,93.5,0,0,2,19,0
ombc_13,2000,T3,omb,ctr,ombc_13,omb_ho,0,1.285714286,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,,6.25,,60,,20.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,60,26.75,0,0,0,0
ombc_14,2000,T3,omb,ctr,ombc_14,omb_ho,0,1.285714286,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,11,,76.25,,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,7,0,0,0,0,0,76.25,12.25,0,0,0,0
ombc_15,2000,T3,omb,ctr,ombc_15,omb_ho,0,1.285714286,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,,1.625,,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,95,1.625,0,0,0,0
ombc_16,2000,T4,omb,ctr,ombc_16,omb_ho,0,1.285714286,0,7,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,0.5,,,,,10.5,,73.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,0,0,5.5,0,0,73.75,10.5,0,0,5.5,0
ombc_17,2000,T4,omb,ctr,ombc_17,omb_hl,0,1.285714286,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,,66.25,,,6,2.25,,,,,10.5,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,68.5,16.5,0,0,0
ombc_18,2000,T4,omb,ctr,ombc_18,omb_hu,0,1.285714286,0,7,,2,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,0.5,,,,,43.75,,,46.25,,,,,,,,,,,,,,,,,,,,,,,,0.8,,,,4.1,,5,0,0,0,0,2.5,4.1,0.8,0,43.75,46.25,0,2.5,0
ombc_19,2000,T4,omb,ctr,ombc_19,omb_hu,0,1.285714286,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,,19.875,,,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,19.875,68,0,0,0
ombc_20,2000,T4,omb,ctr,ombc_20,omb_hu,0,1.285714286,0,35,,3,,,,,,,,,,,,,,,0.1,,10,,15,,,,,,,,,,,,,,,,2.5,7,,,,,,,98.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,0,0.1,0,7,15.5,0,0,0,0,98.5,7,15.5,0
ombc_21,2000,U1,omb,ctr,ombc_21,omb_hu,0,1.285714286,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,,0.725,,,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0.725,98,0,0,0
ombc_22,2000,U1,omb,ctr,ombc_22,omb_hu,0,1.285714286,0,13,,2,,,,,,,,,,,,,,,,,3,,3,,,,,,,,,5,,,,,,,0.2,,,,,0.075,,,99.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,5,0,0,5.2,0,0,0,0.075,99.25,0,5.2,0
ombc_23,2000,U1,omb,ctr,ombc_23,omb_hl,0,1.285714286,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,,10.75,,,26.75,,,,,,61.25,,,,,,,,,,,,,,,,,,0.05,,,,,,0,0,0,0,0,0,0,0.05,0,10.75,88,0,0,0
ombc_24,2000,U1,omb,ctr,ombc_24,omb_hl,0,1.285714286,0,27,,10,,,,,,,,,,,,,,,,,8,,7,,,,,,,,,2,,,,,,,3,,,,,22.5,,0.75,67.25,2.925,,,,,1.375,,,,,,,,,,,,,,,,,,,,,,,,7,0,2,0,0,21,0,0,0.75,25.425,68.625,0,21,0
ombc_25,2000,U1,omb,ctr,ombc_25,omb_ho,0,1.285714286,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,,38.75,,42.5,,1,,,,,2.625,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,42.5,39.75,2.625,0,0,0
ombc_26,2000,U2,omb,ctr,ombc_26,omb_ho,0,1.285714286,0,17.5,,5,,,,,,,,,,,,,,,,,,,7,,,,,,,,,5,,0.5,,,,,0.1,,,,,41.25,,20.25,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,5.5,0,0,5.1,0,0,20.25,41.375,0,0,5.1,0
ombc_27,2000,U2,omb,ctr,ombc_27,omb_hu,0,1.285714286,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,,40,,,60,,,,,,,,,,,,,,,,,,,,,,,,0.025,,,,,,0,0,0,0,0,0,0,0.025,0,40,60,0,0,0
ombc_28,2000,U2,omb,ctr,ombc_28,omb_hl,0,1.285714286,0,8,,3,,,,,,,,,,,,,,,1,,,,5,,,,,,,,,,,,,,,,0.5,,,,,36,,,63.5,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,5,0,1,0,0,3.5,0,0,0,36,63.75,0,3.5,0
ombc_29,2000,U2,omb,ctr,ombc_29,omb_hu,0,1.285714286,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,,1,,,98.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,98.75,0,0,0
ombc_30,2000,U2,omb,ctr,ombc_30,omb_ll,0,1.285714286,0,36,,12,,,,,,,,,,,,,,,,,1,,3,,,,,,,,,20,,,,,,,3.1,,,,,65,,,,,,,,,,,,,,,,,,,,,,,,0.25,,,,,,,,,3,0,20,0,0,16.1,0,0.25,0,65,0,0,16.1,0
ombc_31,2000,U3,omb,ctr,ombc_31,omb_ll,0,1.285714286,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,,89.25,,,,3.25,,,,,1.75,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,92.5,1.75,0,0,0
ombc_32,2000,U3,omb,ctr,ombc_32,omb_ho,0,1.285714286,0,15,,4,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,1,,,,,0.5,,,,,99,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0,1,0,0,4.5,0,0,0.5,99,0,0,4.5,0
ombc_33,2000,U3,omb,ctr,ombc_33,omb_ll,0,1.285714286,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,,65.5,,,,24,,,,,6.75,,,,,,,,,,,,,,,0.15,,,,,,,,,0,0,0,0,0,0,0,0.15,0,89.5,6.75,0,0,0
ombc_34,2000,U3,omb,ctr,ombc_34,omb_hu,0,1.285714286,0,10,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,0.45,,,98.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0,0,0,0,0,0,0,0,0.45,98.75,0,0,0
ombc_35,2000,U3,omb,ctr,ombc_35,omb_hl,0,1.285714286,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,,4.5,,,60,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,4.5,90,0,0,0
ombc_36,2000,U4,omb,ctr,ombc_36,omb_hu,0,1.285714286,0,36,,10,,,,,,,,,,,,,,,,,,,3,,,,,,,,,8,,,,,,,0.5,15,,,,1.325,,,95,,,,,,0.025,,,,,,,,,,,,,,,,,,1.025,0.375,,,,,3,0,8,0,15,10.5,0.375,1.025,0,1.325,95.025,15,10.5,0
ombc_37,2000,U4,omb,ctr,ombc_37,omb_hu,0,1.285714286,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,,33.5,,,64,,,,,,,,,,,,,,,,,,,,,,,,,0.025,,,,,0,0,0,0,0,0,0.025,0,0,33.5,64,0,0,0
ombc_38,2000,U4,omb,ctr,ombc_38,omb_hu,0,1.285714286,0,72,,5,,,,,,,,,,,,,,,,,25,,15,,,,,,,,,15,,,,,,,17,12,,,,48.25,,,35.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,0,15,0,12,47,0,0,0,48.25,35.5,12,47,0
ombc_39,2000,U4,omb,ctr,ombc_39,omb_hu,0,1.285714286,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,,10.75,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,10.75,85,0,0,0
ombc_40,2000,U4,omb,ctr,ombc_40,omb_hu,0,1.285714286,0,64.5,,3,,,,,,,,,,,,,,,,,20,,1.5,,,,,,,,,20,,,,,,,10,20,na,,,7.25,,,90.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,0,20,0,20,33,0,0,0,7.25,90.5,20,33,0
ombf_01,2000,Z1,omb,fst,ombf_1,,39,-12.5,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,,,,,,,,,,,,,,,,,,,,,,,,0.75,2.075,,,,,46.25,,,,,0,0,0,0,0,0,49.075,0,0,0,0,0,0,0
ombf_02,2000,Z1,omb,fst,ombf_2,,39,-12.5,0,9.5,,1.5,,,,,,,,,,,,,,,,,2,,1,,,,,,,,,5,,,,,,,1,,,,56.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,2.375,,1,0,5,0,0,4.5,2.575,0,0,56.25,0,0,4.5,0
ombf_03,2000,Z1,omb,fst,ombf_3,,39,-12.5,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.5,,,,,0,0,0,0,0,0,17.5,0,0,1.75,0,0,0,0
